"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"97064","Sal Liquida Cacao",0,0,0,0,0,0,19.3
"97075","Salad' Wrap Italien",9,3.9,15,2.3,2,8.8,0.511811
"97078","Salad'bistrot la Campagnarde (Les Crudettes)",9.2,0.9,3.9,1.6,1.2,5.7,0.24
"97087","Salad Blend Award Wining AsiagParmesaProvolone And Romano Cheese",20,20,0,0,0,40,1.1
"97090","Salad Companions Dressing & Toppings",29.73,6.76,18.92,2.7,2.7,10.81,0.892
"97093","Salad CrispinItalian Parmesan",14.29,0,71.43,14.29,0,14.29,1.786
"97133","Salad SnaThousand Island",3.57,0,17.86,10.71,3.6,3.57,0.375
"97159","Salade & Fusilli Bresaola Fromage Italien",9.2,2.5,43,3.8,4.3,18,0.6299213
"97174","Salade à la nordique",7.5,2.4,16.5,5.9,1.4,6,0.2086614
"97177","Salade au poulet",8.8,1.2,8.9,1.8,2.2,7.7,0.2637795
"97180","Salade au Speck",9.06,1.19,14.1,1.81,2.5,6.25,0.283
"97183","Salade aux cereales",8.2,0.7,17,3.4,0,6.7,0.3858268
"97195","Salade campagnarde au thon",5.8,0.5,8.4,1.6,3.4,9.9,0.5
"97199","Salade cereales au wazabi",12,1,19,2.3,2.4,5.9,0.4330709
"97223","Salade de carotte",3.5,0.5,8,7,3,0.8,0.3149606
"97229","Salade de chana dal",17,1.5,3.8,2.3,2.3,8.3,0.5511811
"97253","Salade de pâte au jambon",11,1,1.9,0.9,1,4,0.1574803
"97308","Salade et Apéritif original",27.5,18.53,0.1,0.1,0,27,0.5905512
"97317","Salade italienne",12,2.5,13,0.9,1.4,8,0.4724409
"97324","Salade jambon-oeuf-emmental",11.5,3.3,17,2.3,0,7.7,0.2755906
"97326","Salade Jambon Emmental",9.5,2.6,3,2.2,0.9,6,0.22
"97327","Salade Jambon sec conchiglie Mozarella",9.7,1.8,13,2,1.8,6.5,0.2401575
"97335","Salade Lentilles vertes Au Saumon Fumé",9.1,1.1,13.7,3.1,0,7.2,0.3937008
"97338","Salade Marrakech",8,1.3,21,6.1,0,6.1,0.3622047
"97339","Salade Mégamix",0.5,0.5,4,4,2.5,1.5,0.02362205
"97341","Salade mélangée",0.05,0.01,2.44,0.82,1.485,1.09,0.07543307
"97349","Salade Mexicaine au thon",4.7,0.4,8.8,2.4,3,10.6,0.4015748
"97354","Salade Mexico Au Thon Et Aux Legumes Bio",3,0.39,12,1.3,5.4,7.8,0.2559055
"97363","Salade Niçoise au thon",2.5,0.4,6,1.1,1.6,7.4,0.5748031
"97375","Salade pecheur thon pommes de terre",10,0.9,7,1,0,6,0.2755906
"97383","Salade Poulet Andalouse",28,4.9,4.5,4,1.1,11,0.5511811
"97388","Salade Poulet Tomate Basilic",5.7,1.1,15.3,3,1.6,7.9,0.1574803
"97397","Salade Quinoa fruits sec",11,1.8,25,3.7,5.9,5.9,0.3346457
"97404","Salade royale",0.5,0,1,0.6,1.5,2,0.01968504
"97416","Salade une pause ailleurs espagnole",22.4,4.8,50.4,5.6,5.6,21,0.984252
"97420","Salade Venezia",12,3.6,19,3.3,0,8.1,0.3031496
"97423","Salades Portions Carottes Rapées & Taboulé Oriental",6.3,0.7,25,5.3,0,4.3,0.4724409
"97432","Salame & Cheddar Cheese",29.41,15.29,2.35,3.53,0,28.24,1.118
"97440","Salami",27,7.7,9.5,1.45,1.4,15.2,1.437008
"97452","Salami Danois Fumé",42,17,1,0.5,0,16.3,1.594488
"97453","salami danois fumé finement tranché",43,17,0.7,0.6,0.5,17,1.456693
"97467","Salami Sec de Boeuf",16.5,7.2,0.41,0.11,0,36.9,1.889764
"97474","SalamWeight Watcher's",16.5,6.6,0.2,0.1,0.1,21,1.141732
"97515","Salmon Bowl With Miso Ginger Sauce",1.34,0.17,20.47,4.7,1.7,6.71,0.164
"97521","Salmon DelightSalmon & Herb Cream Cheese Snack",8.11,4.05,13.51,2.7,0,10.81,0.757
"97522","Salmon Dill Turnovers",19.32,11.36,18.18,1.14,1.1,9.09,0.341
"97546","Salmorejo U",4.1,0.6,6.3,2.8,1.3,0.8,0.1968504
"97563","Salsa Brave",30,8.33,56.67,0,6.7,6.67,0.633
"97567","Salsa CaserHot",0,0,4.84,3.23,0,0,0.8225
"97572","Salsa Chunky",0,0,6.45,3.23,3.2,0,0.516
"97574","Salsa cinque P Sauce tomate à la crème",11,7,5,3,0.5,3,0.4724409
"97583","Salsa con setas",4.1,0.8,6.6,5.4,0.4,1.9,0.5
"97590","Salsa de mostaza ecológica Carrefour Bio A la antigua",12,0.4,4,2,4.3,6.9,1.7
"97636","Salsa napolitana Auchan",2.1,0.5,9.6,7,0.3,1.6,0.375
"97644","Salsa Picante",0,0,2.78,2.78,2.8,0,0.556
"97654","Salsa sin huevo y sin lactosa",44,5.15,4.8,1.5,0.1,0.18,0.3070866
"97655","Salsa Snack Bowls",0,0,5.74,2.46,1.6,1.64,0.541
"97676","SalsCherry",0,0,20,10,0,0,0.225
"97699","SalsPeach Mango",0,0,11.21,9.695,1.65,0,0.253
"97705","SalsVerde",0,0,6.67,3.33,0,0,0.767
"97706","Salt",0,0,0,0,0,0,39.333
"97712","Salt & Pepper Pistachios",45,5,28.335,8.335,10,20,1.0835
"97714","Salt & Pepper Supreme",0,0,0,0,0,0,21
"97730","Salt Water Added Oyster Mushrooms",0,0,1.82,0,1.8,0.91,0.346
"97732","Salt&Balsamico Chips",24,2,61,3.5,4,6,0.6299213
"97735","Salteado de setas",0.3,0.1,0.5,0.4,1.9,1.8,0.01181102
"97736","Salteado de verduras",0.3,0.1,3.8,3,2.3,2,0.007874016
"97737","Salteado de verduras asadas",0.9,0.1,7,4.2,2.1,1.3,0.03543307
"97760","Salted British Butter",82.2,52.1,0.6,0.6,0,0.6,0.669
"97773","Salted Caramel Cookies",18.085,12.385,64.73,36.605,1.55,3.345,0.562
"97792","Salted CaramelSoft Butter",16.07,10.71,42.86,28.57,0,3.57,0.5
"97807","Salted Dry Roasted Peanuts",47.3225,7.14,22.3225,4.4625,7.1,23.215,0.70525
"97821","Salted Mixed Nuts Less Than 50% Peanuts With Sea Salt",53.57,7.14,17.86,3.57,7.1,21.43,0.429
"97825","Salted Papita",46.67,11.67,13.33,3.33,10,30,0.333
"97872","Saltines CrackeOriginal",10.71,0,71.43,0,0,7.14,1.214
"97875","Saltines CreckeWhole Grain",9.38,0,75,0,6.2,6.25,1.188
"97886","Salty Caramel Cakes",18,6,56,40,0,4,0.38
"97896","SalumeriPremium Genoa",25,8.93,3.57,3.57,0,21.43,1.607
"97898","Salumi Artigianali Sopressata",32.14,10.71,0,0,0,28.57,1.679
"97917","Sam's CluYellow But-R-Creme Icing",25.71,10.29,65.71,62.86,0,0,0.129
"97919","Sam MillChocolate Chip Granola Bars",12,6.4,64,32,4,4,0.096
"97925","Sambal Goreng Instant Seasoning Mix",11.11,5.56,22.22,22.22,0,11.11,5.333
"97934","SambazoCreamy SorbeAcai + Coconut",7.48,6.54,28.04,17.76,0.9,0.93,0.009
"97939","Samlip Udon Noodle",0.7,0,34.5,0,0,3,0.0984252
"97962","SampleHappy Valentine's Day Assorted Chocolates",22.22,13.33,66.67,51.11,2.2,4.44,0.167
"97991","San Francisco Sourdough",2.08,0,54.17,0,2.1,10.42,0.271
"98002","San Marzano Blend Marinara Whole Tomato Pasta Sauce",2.8,0,4.8,2.4,0.8,0.8,0.288
"98003","San Marzano Tomato Of Agro Sarnese-Nocerino AreD.O.P. With Basil",0,0,4.1,4.1,0.8,0.82,0.02
"98008","San MigueGummy Peach O's",0,0,71.43,50,0,5,0.018
"98020","San VitGourmet Biscotti Bites & BitChocolate Almond",18,6,68,36,4,12,0.26
"98028","Sanderson FarmRoasting Chicken",15.18,4.46,0,0,0,16.96,0.067
"98050","Sandwich Buns",6.07,0.455,48.3825,6.9125,4.05,9.4225,0.4525
"98082","Sandwich CreationShredded Chicken In Bbq Sauce",2.82,0.7,7.04,2.82,1.4,14.08,0.275
"98095","Sandwich Creme Peanut Butter Cookies",17.31,7.69,73.08,34.62,0,3.85,0.385
"98106","Sandwich Enriched Bread",3.85,0,53.85,7.69,0,7.69,0.5
"98108","Sandwich Falafel sauce au fromage blanchoux croquants et légumes marinés",9.1,1.1,26,5.6,4.1,7.6,0.2322835
"98146","Sandwich SliceAmerican Imitation Pasteurized Process Cheese Food",17.65,8.82,17.65,5.88,0,0,1.059
"98158","Sandwich Spread With Calavo Hass Avocados",64.29,7.14,7.14,0,0,0,0.643
"98174","Sandwich Tzatziki et Saumon Fumé",5.1,0.3,23.5,1.7,2.9,9.6,0.511811
"98207","Sanma-Kabayaki Broiled Sauries",15,3,16,16,0,15,1.06
"98219","SanriHello Kitty Sour Gummi Treats",0,0,87.5,65,0,5,0.05
"98261","Santa Cruz Chilli & Lime Dressing",6.9,0.5,23.1,16.7,0.6,0.3,0.213
"98271","Santa Fe Style Salad",10.73,2.26,9.04,2.26,1.1,6.21,0.305
"98284","Santé & Bien-être / Minceuélimination / Konjac Et Protéines Minceur",0,0,0.7,0,4.4,0.4,0
"98288","SanThé Zero",0,0,0,0,0,0,0
"98301","SAPERdiSAPORI CIOCCOLATO FONDENTE EXTRA",44.1,26.2,34.2,26.5,1.2,10,0.118
"98313","Sapresti Traiteur Tresse jambon fromage les 2 tresses de 120 g",19,13,28,3.3,1.8,7.7,0.511811
"98317","SaputStellCrumbled Gorgonzola Cheese",28.57,21.43,3.57,0,3.6,21.43,1.357
"98321","Sara Lee 100% Whole Wheat",3.85,0,46.15,3.85,7.7,11.54,0.462
"98336","SardinaEn Salsa De Tomate Picante",7.27,2.18,5.45,5.45,2.2,10.91,0.869
"98389","Sardines à l'huile d'olive et citron",9.3,2.3,0,0,0,23.4,0.3
"98398","Sardines à l'huile d'olive vierge extra et au citron",12.6,2.3,0,0,0,21.2,0.5
"98400","Sardines à l'Huile de Homard",33.3,5.26,0,0,0,17.5,0.0614
"98406","Sardines à l'huile de tournesol Parmentier",15,3,0,0,0,23.5,0.4724409
"98437","Sardines de Bretagne à l'Huile d'Olive Vierge Extra Bio et au Citron Bio",15,3.3,0,0,0,22,0.3937008
"98461","Sardines in extra virgin olive oil",23.5,4.71,0,0,0,16.5,0.353
"98464","Sardines In Extra Virgin Olive Oil With Spicy Cracked PeppeSpicy",25,4.61,1.32,0,0,18.42,0.355
"98473","Sardines In Olive Oil With Chili Peppers",20,4.18,0,0,0,20,0.551
"98476","Sardines In Pure Olive Oil Salt Added",15.45,2.73,0,0,0,23.64,0.364
"98495","Sardines marinées au basilic",4.9,1.4,0.6,0,0.096,19.2,1
"98502","Sardines pimentées",15,3.3,0,0,0,23,0.3937008
"98582","Sauce Andalouse",46.06667,3.4,12.33333,8.9,1,1.633333,0.7086614
"98583","Sauce aperitif",0.5,0.5,7,4,0,0.9,0.492126
"98588","Sauce arrabiata pimentée",21,2.5,9.5,7.2,2.4,4.6,0.7
"98589","Sauce Arrabiatta (sauve tomate pimentée)",1.4,0.2,5.4,4.3,1.7,1.3,0.4330709
"98612","sauce aux fromages",9.8,6.9,4.2,0.5,0.9,3.3,0.5314961
"98617","Sauce aux olives et tomates",8,1.3,6.4,5.9,2.5,2.1,0.5905512
"98620","Sauce aux tomates cerise et olives",4.1,0.5,7,4.7,2,1.2,0.6692913
"98625","Sauce aux tomates fraîches",0.6766667,0.06666667,9.166667,6.5,1.333333,1.333333,0.4317585
"98628","Sauce barbecue",0.4425,0.09125,27.075,23.25,0.6925,0.8625,0.8085748
"98641","Sauce béarnaise",41.55,4.3,6.25,3.85,0.5,1.35,0.6496063
"98642","Sauce Béarnaise",39.8,4.68,5.9,3.04,0.58,1.18,0.7454992
"98672","Sauce bolognese",2.1,0.2,7.4,5.6,2.1,1.6,0.496063
"98693","Sauce Char Siu",0.6,0.1,60,54,0,0.9,4.370079
"98717","SAUCE CRUDITES FINES HERBES",30.6,3.4,2,1.9,0.5,0.6,0.6496063
"98735","Sauce curry mangue",43,5.5,8.7,6.6,0.7,1.4,0.5905512
"98749","Sauce Dessert Au Caramel",0.5,0.1,100,100,0.5,0.5,0
"98765","Sauce Forestiere Cepe Co 420G",3.8,0.5,5,5,3.3,1.7,0.3937008
"98777","Sauce guacamole",9.5,3,10,2.8,1.5,1.5,0.5905512
"98780","Sauce Hamburger",55,4.2,13,8.2,0.8,1.3,0.9055118
"98794","Sauce italienne à la viande rôtie",4.1,2,7.5,5.5,1.6,4.1,0.5511811
"98797","Sauce Ketchup",0.5,0.1,18,15,2.4,1.6,1.062992
"98800","Sauce liegeoise",0.65,0,22.5,21.2,1.46,0.95,0.06692913
"98812","Sauce MiMedium Hot",35,20,40,10,5,5,4.1
"98845","Sauce pesto rosso",29.35,4.7,4.4,3.8,4.1,4.25,0.8661417
"98857","Sauce Piment Forte 482 G Huy Fong",1,0,16,10,0,2,1.574803
"98858","Sauce Piment Hot",0,0,57,54.5,0,0,1.259843
"98874","Sauce Poivre noir",4.2,2.7,5.9,0.9,0.5,0.9,0.511811
"98875","Sauce poivre vert",6.9,1,60.5,17.4,0,9.7,3.858268
"98893","Sauce pour nems Carrefour",0,0,21.2,21,0.6,0.7,1.496063
"98903","Sauce pour rôti",15.83333,5.233333,12.83333,2.966667,1,5,1.850394
"98908","Sauce Provençale",1.9,0.29,7.166667,5.3,2.566667,1.366667,0.4133333
"98910","Sauce Provençale à l'huile d'olive",1.5,0.2,5.5,4.6,2,1.5,0.3377953
"98923","Sauce Rougail Marmite",4.8,0.5,7.7,3.6,2.8,2.3,0.5511811
"98934","Sauce Salade crudités sans huile",0.5,0.1,6.2,3.9,1.9,2.5,0.6692913
"98936","Sauce salade Herbes du Jardin",46,7,6,2.5,0.4,0.4,0.9055118
"98938","Sauce salade légère à l'huile d'Olive et au Citron",16,2,4.7,2.9,1.6,0,0.7874016
"98942","Sauce Salade Thaï Épicée",0,0,24,21,0.7,0.9,2.480315
"98944","Sauce Samourai",67,5.4,5.7,4.3,0.4,1.2,0.7086614
"98951","Sauce soja",1.34375,0.025,12.98125,5.9,0.6125,7.1125,5.975689
"98958","Sauce Soja sucrée flacon de",0.6,0,51.4,49.7,0.6,3.4,2.834646
"98975","Sauce thon et olives",7,1.1,6.2,5.5,2.3,6.9,0.7480315
"98992","Sauce Tomate à la Provençale",2.6,0.4,7.2,5.5,2.5,1.6,0.3937008
"99011","Sauce tomate aux Champignons",3.5,0.5,5,5,4.2,1.8,0.3937008
"99012","Sauce tomate aux legumes",0.5,0.1,4.2,3.5,0,1.1,0.2598425
"99019","Sauce Tomate aux Petits Légumes",2.2,0.2,10.4,7.8,2.4,1.8,0.8031496
"99024","Sauce tomate basilic bio",2.9,0.6,6,4.9,2,1.7,0.4330709
"99032","Sauce tomate bolognaise bio",4,1.8,7,4.2,1.5,5,0.3937008
"99039","Sauce Tomate cuisinée aux légumes",1.8,0.2,8.4,5.5,2.7,1.3,0.3051181
"99046","Sauce tomate de provence languedoc",0.2,0.05,10.5,6.5,1.5,2,0.3937008
"99053","Sauce Tomate Napolitaine",2.4,0.36,7,6.1,2.3,1.4,0.3543307
"99069","Sauce tomate Provencale aux fines herbes",1.1,0.2,6.3,5.9,2.5,1.6,0.4566929
"99071","Sauce Tomate Ricotta basilic",23.6,4.2,11.1,6.1,2.8,5.4,0.5
"99087","Sauce Tomates Poivrons et Mozzarella",19.6,3.1,6.8,6.1,3,3.3,0.54
"99089","Sauce Tomates Séchées",13,1.5,10,8.4,3.1,2.7,0.7874016
"99095","Sauce Vinaigrette",49.8,6.15,0.9,0.85,0.265,0.5,1.141732
"99107","Sauced & Lightly Seasoned Vegetables Corn",2.41,0,13.25,6.02,2.4,2.41,0.313
"99127","Saucisse à rôtir de porc au Kirsch",17,6,0.3,0.3,0,17,0.5511811
"99135","Saucisse de Lyon fine Alsacienne",22.7,8.8,1,1,0.1,11.7,0.9645669
"99137","Saucisse de Montbéliard Légumes à la Crème et ses Pommes de Terre",7,3,5.5,1.8,1.3,4.9,0.2362205
"99152","Saucisse fraiche grosse",12,5,0.5,0.4,0,18,0.7874016
"99163","Saucisse sèche courbe",37,14,1.3,0.8,0,29,1.929134
"99169","Saucisse sèche pur porc",36.36,13.5,1.793333,1.793333,0.06666667,27.75,1.814961
"99177","Saucisses a l ancienne coupees aux couteaux",16,6,0.7,0.7,0,16,0.7874016
"99179","Saucisses à rôtir de porc",21,5,0.5,0.5,0,16,0.6299213
"99190","Saucisses blanches",21.4,7.4,1,0.9,0.5,14,0.8
"99194","Saucisses Cocktail à la volaille",12.4,3.5,2.2,0.1,0,13.2,0.5433071
"99196","Saucisses cocktail Dia",27,10.1,0.8,0.7,0.1,11,0.82
"99200","Saucisses cocktail Tokapi volaille",17.8,5.6,0.7,0.2,1.1,11.2,0.6850394
"99203","Saucisses de Francfort",25,9.35,1.4,1.05,0,13.5,0.7940157
"99207","Saucisses de porc",22,11,0.5,0.5,0,17,0.6692913
"99221","Saucisses de volaille (6 saucisses)",20,6,1.1,0.8,1,14,0.7480315
"99224","Saucisses et lardons fumés",6.3,2.7,9.9,1.4,2.4,6.8,0.2559055
"99239","Saucisses spécial hot dog",15,6.5,1.8,1.8,1,20,0.6692913
"99286","Saucisson sepur porc",34.6,13.8,2.366667,2.033333,0.1666667,24.63333,1.720997
"99287","Saucisson vaudois",36,14,1,1,0.5,17,0.9
"99293","SaucRaspberrDark Chocolate",0,0,64.29,57.14,0,0,0.036
"99295","SaucStrawberrDark Chocolate",0,0,64.29,57.14,0,0,0.036
"99296","SaucSweet & Sour",0,0,30,30,0,0,0.433
"99319","Saumon à l oseille",4.4,1.3,11.3,0.1,0.8,7,0.2755906
"99325","Saumon atlantique élevé en Norvège  4-6 tranches",10.9,2.1,0.7,0.4,0,23.4,1.2
"99342","Saumon Atlantique fumElevé en Norvèg4 tranches",9.9,2.1,1,0.4,0,21.8,1.259843
"99357","Saumon d'Alaska sauvage",2.9,0.65,0.6,0.2,0.5,24.2,1.09
"99360","Saumon de norvege",11.3,2.2,0.4,0.1,0,21.2,1.535433
"99370","Saumon fume",11.03667,2.483333,0.4333333,0.3333333,0.3666667,22.26667,1.167979
"99396","Saumon fumé Ecosse",9.2,1.6,0.7,0.1,0.4,22.1,0.8897638
"99402","Saumon Fumé écosse 225g",9.8,2,0.2,0.05,0.7,23,1.220472
"99419","Saumon Purée Brocolis",3.4,1.8,8.7,3.4,1.5,6.1,0.2322835
"99423","Saumon rose sauvage",7,1.3,0,0,0,23,0.4
"99428","Saumon sauce à l'oseille et son riz à la carotte",6.4,2.9,11.8,0.6,0.6,8.5,0.2086614
"99445","Sauniers de l'ile de ré Coulis de caramel au beurre et à la fleur de sel de ... La bouteille de 350 gr",9.8,6.7,61,49,2.8,1.9,0.3740157
"99452","Sausage & Buttermilk Biscuits",17.65,5.88,25.49,1.96,0,11.76,1
"99486","Sausage Egg & Cheese On Biscuit",21.26,9.2,18.97,2.87,0.6,9.2,0.713
"99515","SausagEgg & Cheese Biscuits",20.47,10.24,19.69,1.57,0.8,9.45,0.717
"99527","SausagMushroom & Onion Pizza Loaded With Real Cheese",11.68,5.84,17.52,2.92,0.7,10.22,0.562
"99539","Sauté de poulet",8,2.5,0,0,0,20,0.06692913
"99544","Sauteed Glazed Onions",33.33,5.56,16.67,5.56,0,0,0.111
"99556","Savane Nature",22.4,2.3,51.5,28.8,1,5.3,0.2
"99574","Saveur à l'Ancienne Riewele Supp à l'Alsacienne",6.8,2.4,65.6,6.8,4,9.6,3
"99600","Saveur Giant",32,2.6,52,2.5,4.3,6,0.5905512
"99623","Saveurs attitudes",0.2,0,37,36,1,0.5,0.008858268
"99669","Savory Snack CrackeGarlic & Herb",20,16.67,60,0,0,6.67,0.867
"99670","Savory Snack CrackeSpring Onion",21.43,14.29,64.29,0,0,14.29,0.857
"99671","Savory Snack Mix",33.33,5,40,3.33,6.7,16.67,0.967
"99684","Savory Trail Mix",36.67,8.33,40,6.67,3.3,16.67,0.867
"99690","Savoureux Fruits Rouges et son biscuit pain de Gênes",13,8.5,24,17,0.3,3.9,0.03
"99699","Sazon Caliente SeasoninHot",0,0,0,0,0,0,16.667
"99707","Sbulimine",0.1,0,76.6,56.7,0.2,5.4,0.03937008
"99708","Sbulitoon au chocolat au lait",19,11,73,71,2.5,4.5,0.0984252
"99709","Sbulizar goûts fruités et acidulés",0.1,0.1,82.9,53.4,0.23,0.2,0.03937008
"99715","Scallop & Bacon Cakes",8.24,2.35,12.94,1.18,0,8.24,0.824
"99717","Scallop Floss Xo Sauce",30,0,10,0,0,10,3.87
"99719","Scalloped",3.57,3.57,75,7.14,7.1,7.14,1.393
"99734","ScampSkillet Sauce",10,2.5,6.67,1.67,0,0,0.483
"99736","Scandinavian Thins",30,0,40,0,30,20,0.5
"99737","Scarlet Royal Red Seedless Grapes",0.72,0,17.39,16.67,0.7,0.72,0
"99752","Scharfer Senf",12,2.2,4.8,2.6,4.7,9.3,2.559055
"99760","Schinkenfleischwurst",25,8.5,1,1,0.4,13,0.7874016
"99773","Schmelzflocken",6.4,1.2,58.3,1.2,10.4,12.5,0.003937008
"99781","SchmuckkordeWeiø 1 MSb-karte",1,1,1,1,7,1,0
"99788","Schock's Sesamac Crunchy Sesame + Honey",32.9,5.2,42.4,37,8.6,13.6,0.01574803
"99798","Schoko-Müsli glutenfrei",15.7,10.2,67.5,27.1,4.6,5.7,0.36
"99802","Schoko-reiswaffel",23,13,61,27,5.2,6.3,0.0511811
"99807","SCHOKO KEKS Vollmilch",26,16,61,39,2.6,7,0.1496063
"99809","Schoko Kuchen",4.7,2.6,74.7,35.8,3.9,6.7,0.3543307
"99824","School Kine CookieCornflake Butter Crunch Cookies",25,14.29,60.71,25,0,3.57,0.286
"99866","Schweppes Agrum' Zero",0,0,0.3,0.3,0,0,0
"99881","Schweppes naranja spirit",0,0,7.9,7.7,0.1,0,0
"99883","Schweppes Pomm'",0,0,6.79,6.79,0,0,0.00303
"99903","Scooby-Doo ! Pâtes Bio",1.5,0.5,75,3.5,3.6,12,0
"99913","Scotch Eggs",17.3,4.4,0.3,0.3,1.4,11.6,0.3346457
"99921","Scottish Cheddar (34% MG)",34.4,21.7,0.1,0.1,0,25,0.7
"99926","Scottish Meat Pies",17.7,7.08,36.28,3.54,3.5,19.47,0.646
"99932","Scottish style chicken & leek flavour cuup soup",0.4,0.2,15,3.7,0.8,0.9,0.4645669
"99943","Scrapple",9.716667,3.823333,15.99,0,1.8,9.483333,0.7886667
"99952","Sdi Speciality FoodSweet Tamarind Dulce",0,0,14.29,50,7.1,0,0
"99972","Sea Food Sauce",0,0,0,0,0,0,1.036
"99976","Sea PassioSmoked Atlantic SalmoSmokey",7.02,1.75,3.51,0,0,19.3,1.14
"99978","Sea salt",30.1,3.5,51.5,0.5,6.5,5.8,0.3543307
"99992","Sea salt & pepper twists",24.2,16.2,56.3,4.5,3.4,10.2,0.7480315
"100002","Sea Salt Baked Hummus Chips",10.71,0,60.71,0,3.6,14.29,0.839
"100025","Sea Salt Corn Strips",20,2,64,1.5,4,7,0.3543307
"100030","Sea salt garden veggie sticks",20,1.67,66.67,0,3.3,3.33,0.6
"100036","Sea Salt Pita Crackers",12.5,0,71.43,3.57,3.6,10.71,0.643
"100039","Sea Salt Pretzels",16.67,1.67,70,0,13.3,13.33,1
"100058","Sea Scallops",0.8833333,0,2.66,0,0,16.56667,0.1773333
"100075","Seafood Bisque Base",5.12,3.15,7.48,3.15,0.8,1.57,0.587
"100093","Seafood Mix",1,0,2,0,0,15,0.49
"100095","Seafood Rice Seasoning",6.25,0,37.5,25,12.5,25,6
"100102","Seafood Sticks",2.94,0,18.82,4.71,1.2,5.88,0.529
"100120","Seared Sirloin",7.14,2.98,0,0,0,23.81,0.214
"100143","Season BranSardines In Olive Oil",15.45,2.73,0,0.91,0,18.18,0.164
"100150","Seasonal Fruit Blend Tray",0,0,12.14,10,1.4,0.71,0.004
"100154","Seasoned & Fully Cooked Pulled Pork",8.57,2.86,16.43,12.86,0,12.14,0.629
"100159","Seasoned Baked Beans",1.16,0,22.48,8.53,3.9,4.65,0.457
"100161","Seasoned Beef",3.17,1.59,4.76,0,0,15.87,0.587
"100182","Seasoned Chicken For Fajitas Chicken Breast",2.23,0.45,1.79,0,0,16.96,0.875
"100191","Seasoned Coating Mix For Chicken",0,0,62.5,0,0,12.5,2.125
"100195","Seasoned Cooked Pinto Beans",1.25,0,14.17,0.83,3.3,4.17,0.158
"100229","Seasoned Mexican Style Rice",0.77,0,80,0,0,6.15,0.738
"100256","Seasoned Seaweed",11.36333,0,30.43333,18.09667,7.566667,9.956667,3.169667
"100259","Seasoned Selections Thai Chili Salmon",12.39,3.1,1.77,0.88,0,17.7,0.142
"100274","Seasoned Southern Style Blackeye Peas And Rice",0.42,0,14.17,1.67,1.7,4.17,0.567
"100304","Seasoned Trout FilleWith Pesto Butter",11.76,4.12,0.59,0,0,19.41,0.2
"100340","Seasoning Mix Fajita With Natural Spices",0,0,75,0,0,0,6.25
"100368","Seattle ChocolatePike Place EspressDark Chocolate Truffle Bar With Espresso Infusion",40,25.71,51.43,37.14,8.6,5.71,0
"100379","SeaweeAlmond & Sesame Treats",39.29,1.79,35.71,25,7.1,17.86,0.161
"100401","Second NaturPremium DueWhole Cashews And Almonds",50,7.14,25,3.57,7.1,17.86,0.321
"100404","Second NaturWhole Cashews",46.43,8.93,32.14,7.14,3.6,17.86,0.304
"100405","Second NaturWholesome MedleGently RoasteLightly Salted NutDried Fruits And Dark Chocolate Chunks",32.14,7.14,50,32.14,7.1,14.29,0.125
"100423","Secret sensations crème brûlée",13,7.6,27.1,21.7,0,2.6,0.1
"100428","Secrets de Grand-Mère Petits pois & pois gourmands au bacon",20,12,46,11,7,13,2.4
"100441","Seeberger Nusskernmischung",54,6.1,15,6.1,0,17,0.01181102
"100446","Seed Style Mustard",10,0,0,0,0,6,2.4
"100454","Seeded Sandwich Rolls",5.41,0,44.59,6.76,2.7,10.81,0.378
"100462","Seedless PreserveBlackberry",0,0,65,0,0,0,0.025
"100483","SeichesurgeléenettoyéeSpécial Plancha calbre 8/12",1,0.1,1,0,0,16,0.4
"100507","Seitan Italian Herb",0,0,8.33,1.19,1.2,17.86,0.298
"100514","Sel de cuisine Gros",0.1,0.1,0.1,0.1,0.1,0.1,38.97638
"100545","Selec2% Reduced Fat Milk",2.12,1.27,5.51,5.08,0,3.39,0.055
"100558","SelecCarolina Barbeque Sauce",0,0,37.5,34.38,0,0,0.281
"100575","SelecCranberries Plus",0,0,12.1,5.65,4.8,0.81,0
"100583","SelecDouble Dutch Chocolate Creme Cake",9.86,3.52,52.11,33.8,2.8,4.23,0.423
"100602","SelecJulienne Cut Sun Dried Tomatoes With Italian Herbs In Oil",10.71,0,50,21.43,14.3,7.14,0.25
"100605","SelecLight Ice CreaChocolate Chip Cookie Dough",5.26,3.51,33.33,24.56,0,5.26,0.096
"100607","SelecLight Ice CreaVanilla Bean",4.39,2.63,28.07,22.81,0,5.26,0.088
"100608","SelecLump Crab Meat",0.7,0,0,0,0,18.31,0.507
"100612","SelecMilk Chocolate Macadamias",42.5,17.5,47.5,42.5,2.5,5,0.05
"100617","SelecNew England Style Clam Chowder",1.63,0.61,9.39,0.41,0.8,1.63,0.363
"100624","SelecRaisins Covered In Dark Chocolate",27.5,15,60,42.5,7.5,5,0
"100633","SelecSpicy Red Bell Pepper Pasta Sauce",0.8,0,7.2,-0.8,0.8,0.8,0.344
"100644","Select Ice Cream",10.77,6.15,27.69,24.62,0,3.08,0.069
"100663","Select Sunrise Blend With Quinoa Flakes",3.33,0,68.89,2.22,8.9,15.56,0
"100684","Sélection Moscato",0.5,0.5,10,10,0,0.5,0
