"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"3630","All Natural Whole Almonds",50,3.57,21.43,3.57,14.3,21.43,0
"3644","All Natural Yogurt Almonds",35,20,55,50,2.5,10,0.05
"3651","All Purpose Enriched Wheat Flour",1.5,0,74,0,5,9,0.01
"3656","All Purpose Gluten-Free FlouCoconut Blend",10.53,0,80.7,0,5.3,3.51,0
"3671","All PurposSeasoned Onion Ring Mix",0,0,70,0,3.3,10,2.3
"3676","All White Chicken Salad",19.32,2.27,5.68,3.41,1.1,12.5,0.472
"3705","Allinson very strong wholemeal flour",2.5,0.5,59,0.7,11,13,0.0118110236220472
"3720","Allumettes de Bacon fumé",5,1.9,1,1,0.5,21,1
"3740","Allumettes Surimi",4.5,0.4,11.2,2.8,0.5,7.5,0.708661417322835
"3783","Almond ButteCreamy",53.12,4.69,21.88,6.25,9.4,21.88,0
"3802","Almond Coconut BlenOriginal",1.25,0.42,2.08,2.08,0,0.42,0.071
"3815","Almond Crunch Premium Nutrition Bar",12.28,0.88,42.11,28.07,5.3,31.58,0.298
"3823","Almond DrinVanilla",1.06,0,6.76,6.34,0.4,0.42,0.063
"3827","Almond Granola",13.11,0.91,71.365,25.3,6.05,9.545,0.163
"3835","Almond MilHoney",1.9,0.42,6.33,5.06,0.4,0.84,0
"3845","Almond Milk Non-Dairy Frozen Dessert Minis SandwicheVanilla",9.21,5.26,34.21,18.42,2.6,5.26,0.118
"3880","Almond Rounds",14.89,6.38,61.7,34.04,4.3,6.38,0.234
"3885","Almond Slivers",49.12,3.51,21.05,3.51,12.3,21.05,0
"3919","AlmondmilDark Chocolate",1.05,0,8.835,7.99,0.4,0.635,0.0885
"3921","Almondmilk BeveragVanilla",1.05,0,5.465,5.465,0,0.42,0.0715
"3930","AlmondmilUnsweetened Vanilla",1.11666666666667,0,0.563333333333333,0,0.4,0.42,0.0686666666666667
"3941","Almonds & Pecans",38.71,3.23,45.16,32.26,6.4,12.9,0.306
"3942","Almonds & Sea Salt In Dark Chocolate",37.84,18.92,51.35,35.14,8.1,8.11,0.135
"3944","Almonds Berries Trail Mix",13.33,3.33,66.67,53.33,6.7,6.67,0.007
"3953","Almonds Roasted & Salted",54.2275,3.9775,12.9525,4.9375,9.2,20.25,0.3605
"3969","AlmondVanilla Creme",33.405,3.255,45.905,33.195,6.5,14.18,0.325
"3975","Alnatura - Eistee Zitronengras",0.5,0.1,3.9,3.8,0.5,0.5,0.00393700787401575
"3980","Alnatura Früchte Müsli",3,1,60,25,11,8,0.393700787401575
"3995","Aloe Drink for life !",0,0,5.2,3.9,0.4,0,0
"4004","Aloe light",0,0,3.4,0,0.2,0.1,0
"4011","Aloe vera",0,0,9.6,7.8,0.3,0,0.0118110236220472
"4025","Aloe Vera DrinOriginal",0,0,9.67666666666667,6.26,0,0,0.00966666666666667
"4039","AloevinAloe Vera DrinStrawberry",0,0,9.58,9.17,0,0,0.023
"4045","Aloha Teriyaki Beef Jerky",3.57,1.79,25,21.43,0,39.29,1.429
"4054","AlouettCrumbled Goat Cheese",25,16.07,3.57,0,3.6,17.86,0.482
"4058","Alpen Fruit & Nut with Milk Chocolate",14,5.5,67,35,5,5.9,0.0393700787401575
"4063","Alpenglow Beverage CAlternative Sparkling Apple Juice",0,0,12.5,12.92,0,0,0.025
"4087","AlpinGiardiniera RelisHot",16.07,1.79,0,0,0,0,1.214
"4091","AlpinOriginal Italian Style MuffalatPremium Italian Topping",16.07,1.79,0,0,0,0,1.536
"4100","Alpro Go On Schwarze Johannisbeere",2.8,0.533,8.13,7.53,2,5.13,0.11
"4116","Alsa - Crème Dessert à la Vanille des Isles",0.5,0.5,94,67,0.5,0.5,0.09
"4121","Alsa Préparation pour Brownie Chocolat Noisettes 340 g Lot de 3",30,15,43,33,3.3,6.4,0.031496062992126
"4128","Alta DenSmall Curd Cottage Cheese",0,0,3.54,3.54,0,13.27,0.319
"4136","Alubias blancas cocidas en conserva",0.8,0.466666666666667,15.0666666666667,0.39,6.43333333333333,5.86666666666667,0.306233595800525
"4163","Always TendePork SausagHot Spice",30.36,10.71,1.79,1.79,0,19.64,0.786
"4173","AmanDark Chocolate",42.5,25,47.5,30,10,7.5,0.015
"4195","Amandelspeculaasbrokken",24,12,63,31,2,6,0.570866141732283
"4205","Amandes California en poudre",52.9,4.27,5.6,4,7.6,28.5,0.00161
"4213","Amandes decortiquées",54.275,4.4,7.81,4.26,10.015,22.665,0.0215450393700788
"4214","Amandes Decortiquées",53.4,4.04,1.5,1.1,12.6,25.4,0
"4227","Amandes émondées Couleurs cuisine",52.4,4.1,5.7,4.3,9.2,22.8,0.02
"4235","Amandes entières décortiquées",51.5,4.05,7.55,3.95,9.8,22.5,0.00196850393700787
"4243","Amandes grillées - Apéros du Vieux Bistrot",57,4,1.8,1.1,12,25,0.78740157480315
"4257","Amandine",0.5,0.5,15,1,2,2,0
"4267","Amarante Bio",7,1.6,58.7,2,7.4,14.4,0.0118110236220472
"4280","Amaretti Gelato",9,7,30,28,1,5,0.07
"4285","Amaretti Tradizionali : Biscuits aux amandes avec amandes amères",18,1.5,54,47,3.5,9,0.0393700787401575
"4288","Amaretto Brownie Mix",6.45,1.61,80.65,58.06,3.2,3.23,0.323
"4289","Amaretto Cherry",7.69,4.62,29.23,23.08,0,3.08,0.054
"4299","Amaz!N Prunes With Pits",0,0,65,37.5,7.5,2.5,0
"4300","Amazake Rice ShakAlmond Shake",1.69,0.21,13.92,13.08,2.1,1.69,0.008
"4347","Amello's Family BakerItalian Cookie Assortment",30.65,2.58,48.39,22.58,1.6,4.84,0.129
"4348","Amello's Family BakerSicilian Lemon Drops",33.33,0,48.48,21.21,0,6.06,0.109
"4363","American-Style Potato Salad",6.56,2.46,19.67,4.1,1.6,1.64,0.303
"4376","American Cheese Food",23.81,16.67,9.52,4.76,0,19.05,1.238
"4398","American Gra-FruttGluten Free Gourmet Cupcakes",7.14,1.43,54.29,27.14,1.4,2.86,0.571
"4406","American HeritagCheese SliceOriginal",9.52,4.76,14.29,9.52,0,14.29,1.381
"4407","American HeritagCream Cheese Spread Singles",26.32,15.79,10.53,5.26,0,10.53,0.895
"4425","American Macaroni Salad",13.33,2.5,18.33,9.17,0.8,3.33,0.383
"4437","American Pistachio FarmDry Roasted California Pistachios",46.43,5.36,32.14,7.14,10.7,28.57,0
"4454","American Sandwich Complet",4.63333333333333,0.4,42.7,5.6,5.6,8.3,0.463107611548556
"4457","American sandwich nature",4.3,0.4,49.2,6.5,2.5,8.5,0.423228346456693
"4462","American sandwich Pane bianco per sandwich",3.9,0.5,43,5.5,2.3,8.8,0.512
"4466","American SinglePasteurized Prepared Cheese Product",25.065,16.23,10.025,5.01,0,15.04,1.2505
"4478","American Style Singles",26.32,5.26,15.79,5.26,0,0,1.316
"4488","Amigo orange",0,0,6.97,6.97,0,0,0
"4494","Amish Baked Beans",0,0,27.97,15.38,4.2,4.2,0.287
"4541","Anacardos crudos",43.9,7.8,26.9,5.9,3.3,18.2,0.0118110236220472
"4562","Ananas en morceaux",0.0666666666666667,0.0666666666666667,13.1666666666667,8.63333333333333,1.46666666666667,0.366666666666667,0.00131233595800525
"4573","Ananas en tranches entières",0.2,0.1,12.6,11,1.2,0.6,0
"4579","Ananas pressés",0.1,0,12,12,0.2,0.3,0
"4586","Ananas tranches",0,0,19.66,17.95,0.8,0,0.009
"4603","Ancho Chili Pods",7.14,0,50,0,21.4,10.71,0.043
"4608","Anchois de la mer Cantabrique à l'huile d'olive",9,2,0.5,0.5,0,23,5.51181102362205
"4616","Anchovies Paste",16.2,2.8,1.5,0,0,18.2,2.83464566929134
"4620","Anchovy Fillets in Olive Oil",10.5,2.3,1.1,0,0,24.8,5.43
"4622","Ancient 12 Grains Bread",4.65,0,44.19,9.3,4.7,11.63,0.442
"4624","Ancient Grain Blend",2.98,0,72.63,4.62,8.85,12.805,0.737
"4644","Ancient Grains Organic Hot CereaMaple Morning",5,0,74,24,6,10,0.25
"4645","Ancient Grains Quinoa CookieAlmond Chocolate Chips",25,10.71,64.29,35.71,3.6,7.14,0.357
"4684","Andouille Smoked Sausage With Beef Added",26.79,8.93,1.79,0,0,12.5,0.946
"4703","Andy's SeasoninFish Breading Red",0,0,66.67,0,0,11.11,3
"4718","Angel Food CakChocolate",0.88,0,56.14,42.11,1.8,7.02,0.211
"4731","Angel Hair",1.594,0,73.406,2.844,4.62,13.114,0.0014
"4765","Angonoa'Gourmet Style NuggetCheddar & Ale",13.33,0,66.67,6.67,6.7,13.33,1.467
"4783","Angus Beef With Loaded Mashed Potatoes",4.59,2.12,14.13,8.48,0.7,10.25,0.346
"4794","Angus Roast Beef Sub",5.88,3.14,18.04,0.78,0.8,15.69,0.557
"4812","AnimaliciouShortbread Animal Cookies",13.33,5,76.67,23.33,3.3,6.67,0.467
"4816","Anita'Plain Creamline Coconut Yogurt",19.64,17.86,8.93,3.57,0,1.79,0.018
"4825","Ann Marie'Sugar Free MuffinBanana Nut",17.54,3.51,40.35,0,0,5.26,0.474
"4857","Anneaux de Miel",2.6,0.7,85.8,37.8,2.6,5.5,0.433070866141732
"4864","Annie B'PopcorJalapeno Cheddar",39.29,25,46.43,3.57,7.1,7.14,0.607
"4877","Antica acetaia dodi",0,0,80,80,0,1.2,0
"4889","Antioxidant Superstar Mix",25,3.57,39.29,3.57,14.3,14.29,0
"4892","Antioxidant Trail Mix",27.4975,3.33,45,30.835,6.7,14.165,0.14925
"4915","Antonina's Artisan BakerMini CupcakeZucchini",17.65,5.88,67.06,52.94,1.2,3.53,0.294
"4925","Apér16 mini blinis",11.8,2,35.3,3.3,1.7,6.5,0.429133858267717
"4929","Apéricube",20,13.5,3,3,11.5,11.5,0.748031496062992
"4946","Aperitivo de maíz Risi Gusanitos",16.6,1.9,72.7,0.7,1.4,6.6,0.5
"4955","Apero - Petits pains",3.5,0.3,45,3.5,4.5,11,0.669291338582677
"4971","Apéro Croustillant OliveGraines De Courge Et Origan",30.6,12.3,37.4,0.6,12.7,15.5,0.31496062992126
"4997","Apfel-Mango",0.5,0.2,11,10,1.3,0.5,0.0118110236220472
"5002","Apfel-Pfirsich mit Traube und Reis",0.8,0.2,13,8.3,1.1,0.7,0.001
"5006","Apfel Chips Chips de pomme",0.9,0.1,69,64,12,3.3,0.00393700787401575
"5015","Apfelchips",0.8,0.3,80.2,69.6,10.8,2.2,0.0118110236220472
"5016","Apfelessig",0.5,0.1,2,2,0.5,0.5,0.00393700787401575
"5021","Apfelmark Mit Birne",0.4,0.1,12.4,11.2,2.2,0.4,0.00393700787401575
"5024","Apfelmuss -  M-Classic",0.5,0.5,19,18,1.5,0.5,0
"5033","Apfelstrudel",3,0.5,30,17,2,2.5,0.110236220472441
"5042","Apollo Chocolate",34.78,19.57,56.52,54.35,4.3,6.52,0.054
"5049","Appenzeller",11,2,63,35,2,8,0.078740157480315
"5082","Apple + Coconut Fruit Bar",6.67,6.67,60,36.67,6.7,0,0
"5103","Apple Cheese Tray With Caramel Sauce",7.96,4.42,24.78,16.81,1.8,3.54,0.15
"5115","Apple Cider Jam",0,0,46.67,46.67,0,0,0.033
"5117","Apple Cider Mixer",0,0,20,16.67,0,0,0.017
"5120","Apple Cinnamon",4.465,0.675,69.095,35.78,4.85,7.055,0.2085
"5123","Apple Cinnamon Fruit & Grain Bars",6.76,1.35,72.97,32.43,5.4,5.41,0.23
"5129","Apple Cinnamon Raisin Granola",10.91,0.91,60,21.82,7.3,7.27,0.145
"5137","Apple Cranberry Chutney",0,0,46.67,40,0,0,0.067
"5171","Apple Juice With Elderflower",0.2,0.1,9.8,9.8,0,0.5,0.0393700787401575
"5176","Apple LoonSweetened Multi-Grain CereaApple",1.79,0,89.29,39.29,10.7,3.57,0.464
"5184","Apple O'Presweetened Apple Cinnamon Flavored Cereal With Real Bits Of Apple",1.79,0,89.29,39.29,10.7,3.57,0.464
"5189","Apple Penguin",3,0.9,18,14,2,2,0.024
"5198","Apple Rhubarb Juice",0,0,12.5,11.25,0,0,0.004
"5201","Apple SaucApple",0,0,17.46,14.29,1.6,0,0.008
"5219","Apple Sausage & Bean Soup Mix",0,0,58.62,3.45,34.5,20.69,0.052
"5221","Apple Slices Freeze Dried Fruit",0,0,92.145,70,14.3,3.215,0.1695
"5224","Apple Snaps Multi-Grain Cereal",3.03,0,87.88,45.45,3,3.03,0.455
"5237","Apple Walnut Salad With Chicken",7,1,7,4,2,5,0.21
"5248","Apples & Creme Parfait",2.03,1.63,20.33,15.45,0.8,0,0.008
"5261","ApplesaucOriginal",0,0,18.22,15.4916666666667,1.51666666666667,0,0.00783333333333333
"5278","Applewood Smoked Turkey Breast",3.57,0,1.79,0,0,19.64,0.464
"5296","Apricot Halves In Extra Light Syrup",0,0,13.82,11.795,1.2,0.815,0.004
"5313","Apricot Rugelach",28.57,10.71,46.43,10.71,0,7.14,0.089
"5318","Apricots - Halves in clear juice",0,0,10.1,10.1,1.2,0.6,0.005
"5331","Aptamil Proexpert",3.4,1.5,7.2,3.3,0.6,1.5,0.0196850393700787
"5332","Aptamil Pronutra 3",3.1,1.3,8.8,6.5,0.5,1.5,0.0236220472440945
"5340","Aqua StaCocktail Shrimp",0.44,0,7.08,4.865,0.9,10.62,0.673
"5353","Arabian Fresh Cheese",17.86,12.5,3.57,0,0,21.43,0.464
"5358","Arachide oil",100,16,0,0,0,0,0
"5363","Arachides Brunes",49.6,9.4,14.8,4.1,6.2,25.9,0.00394
"5366","Arachides en coque grillées",50,8.7,6.1,4.7,10,30,0.0118110236220472
"5368","Arachides enrobées de chocolat au lait",39.1,12.1,41.5,32.4,4.7,14.3,0.0275590551181102
"5371","Aragonesas",20,3,54.4,29,1.7,5,0.196850393700787
"5376","Aramouni'Decadent Cheddar Spread",28.57,10.71,7.14,3.57,0,10.71,0.571
"5381","Aramouni'Greek Tzadziki Dip",7.14,3.57,10.71,3.57,0,7.14,0.086
"5385","Aramouni'Organic Hummus",7.14,0,17.86,0,10.7,10.71,0.343
"5390","Aranciata Fanta",0,0,11.8,11.8,0,0,0
"5394","Arare Rice Crackers",1.67,0,83.33,3.33,3.3,10,0.733
"5411","ArchwaCrispy Gingersnap Cookies",15.62,3.12,75,31.25,3.1,3.12,0.328
"5415","ArchwaSpecialties Mini Shortbread CookieSalted Caramel",31.25,18.75,62.5,31.25,3.1,3.12,0.391
"5418","Arctic Char Premium Skin Fillets",3.88,0,3.88,2.33,0,20.16,0.271
"5467","ARMELLA HAZELNUT SPREAD",31.7,10,59,50,2.2,2,0.0236220472440945
"5476","Arnold PalmeHalf & HalSweet TeLemonadPeach",0,0,5.83,5.83,0,0,0.004
"5477","Arnold PalmeHalf&Half Iced Tea LemonadLite",0,0,6.005,5.505,0,0,0.004
"5534","Arrabbiata Spicy Marinara",3.54,0,5.31,3.54,0.9,1.77,0.372
"5567","Arroz carolino",0.9,0.4,80,0.4,1.4,5.7,0.0118
"5599","Artic Menta 0.70",11,11,12,1,1,1,0
"5624","Artichoke Bruschetta Spread & Dip",23.33,3.33,6.67,3.33,3.3,3.33,0.567
"5626","Artichoke Burgers",18.31,1.41,32.39,5.63,4.2,8.45,0.197
"5628","Artichoke Dip",10,1.67,10,0,3.3,3.33,0.733
"5646","Artichoke Piccata Simmering Sauce",11.63,6.2,6.98,0.78,1.6,1.55,0.364
"5676","Artisan Blend Appetizer Olives In Dipping Oil",20,0,6.67,0,0,0,1.6
"5677","Artisan Blue Cheese Crumbles",28.57,17.86,7.14,0,0,17.86,1.357
"5696","Artisan Crust Four Cheese Pizza",9.52,4.76,30.16,7.14,3.2,11.9,0.532
"5703","Artisan Dutch Crunch Bread",2,0,52,2,2,8,0.56
"5705","Artisan Flatbread Pizza",10.58,5.975,24.745,4.105,1.85,11.48,0.5275
"5707","Artisan Garlic Ciabatta",3.51,0,47.37,0,1.8,7.02,0.509
"5714","Artisan Granola Cranberry And Walnuts",15,0,70,26.67,6.7,6.67,0
"5718","Artisan Ice Cream",14.2,9.95,25.12,22.76,0.45,3.79,0.071
"5736","Artisan ReservBlue Cheese Crumbles",28.57,17.86,7.14,0,0,17.86,1.357
"5745","Artisan San Francisco Style Sour Dough Baguette",0,0,66.67,2.22,2.2,11.11,0.211
"5750","Artisan Sourdough BreaParmesann & Garlic",16.67,6.67,40,0,1.7,10,0.667
"5756","Artisan Style Sandwich RollClassic",2.63,0.53,48.42,2.11,2.1,9.47,0.495
"5762","Artisan Thin Pizza Crust",7,1,48,2,2,8,0.54
"5784","Artisanal Paccheri Pasta",0.89,0,76.79,3.57,1.8,12.5,0
"5795","ArtisolCreamy Butternut Sauce",6.56,4.1,8.2,1.64,1.6,3.28,0.426
"5822","Asher'Milk Chocolate",27.5,17.5,65,57.5,2.5,5,0.062
"5824","AshmaHouse Seafood Marinade And SaucMango Keylime",17.65,0,23.53,20.59,0,0,0.647
"5844","Asiago Fresco",28.57,17.86,0,0,0,25,1.214
"5863","Asian Blend",10,1.67,70,3.33,6.7,10,0.867
"5877","Asian Food Hoi Sin Sauce Barbecue Chinoise",0.5,0.5,43,43,1.5,2,2.67716535433071
"5888","Asian Inspired Salad With Chicken",13.56,1.69,9.6,6.78,2.3,6.21,0.328
"5915","Asian Style Chicken Salad",6.21,1.13,7.91,3.39,1.1,7.34,0.339
"5925","Asian Style Seasame Vinaigrette",40,6.67,10,10,0,0,0.9
"5927","Asian Style Sweet Chili Marinade",0,0,52.94,47.06,0,0,0.882
"5951","Asparagus Pasta",3.51,0.88,73.68,3.51,7,14.04,0.042
"5967","Asperges bio blanches moyennes Rochefontaine",0,0,1.9,1.7,1.4,1.2,0.354330708661417
"5978","Asperges Blanches Miniatures",0.5,0.5,1.5,1,1,1.5,0.364173228346457
"5979","Asperges blanches miniatures Carrefour",0.2,0,4,0,2,1,0.468503937007874
"5981","Asperges blanches moyennes",0,0,1.7,1.35,1.5,1.45,0.303149606299213
"5991","Asperges Moyennes",0,0,0.9,0.9,1.8,2,0.228346456692913
"6010","Assaisonnement Cajun Pour Grillades",8.6,1.3,35.1,9,0,1.4,4.60629921259843
"6018","Assaisonnement Spécial Pizza",92,10,0,0,0,0,0
"6027","Assiette bio Mots d'Enfants Légumes verts/riz 12 mois",1.6,0.2,20.5,2.1,5.3,3.9,0.0251968503937008
"6042","Assorted",0,0,22.5,20,0,0,0.06
"6054","Assorted Chocolate",22.662,14.412,65.674,52.374,2.4,4.186,0.12
"6056","Assorted Chocolate Caramels",30,18,58,34,4,6,0.11
"6066","Assorted Cookies",25.3,11.88,57.4633333333333,20.6733333333333,2.16666666666667,4.48333333333333,0.283666666666667
"6069","Assorted Creams",17.02,10.64,72.34,63.83,2.1,4.26,0.16
"6096","Assorted Fruit Sliced",0,0,92.86,66.67,0,0,0.036
"6114","Assorted Jordan Almonds",17.1875,0.9375,72.5,65,3.75,6.875,0.003
"6121","Assorted Milk Chocolates",34.2866666666667,19.95,56.47,51.4033333333333,2.53333333333333,5.83,0.0996666666666667
"6127","Assorted Nut Sampler",46.67,6.67,26.67,10,6.7,20,0.383
"6130","Assorted Pralines Chocolates",20,10,62.5,50,2.5,5,0.05
"6137","Assorted Semolina Cookies",28.12,18.75,64.06,28.12,3.1,3.12,0
"6156","Assortiment Biscuits Fins",27.8,16.2,62,41.6,2,5.7,0.149606299212598
"6170","Assortiment de Biscuits (13 variétés)",25.8,14.9,60.6,38.9,3,6.5,0.181102362204724
"6178","Assortiment de biscuits salés",21.5,10.5,66.5,6,1.5,7,0.955
"6179","assortiment de bonbons au chocolat",36,16,49,48,4.4,6.8,0.0275590551181102
"6183","Assortiment de chocolat noir 70% de cacao",35,19,50,26,0,6.9,0.0393700787401575
"6199","Assortiment de Luxe Qualité Suisse",24,11,56,31,3,8,0.0118110236220472
"6203","Assortiment de Noël",29.5,17.5,58.5,58,1.8,6.4,0.169291338582677
"6222","Assortiment Suisse Noir",36.8,19.2,48.2,45,7.2,5,0.0118110236220472
"6231","Assortment Of Fine Chocolate Eggs",35,17.5,57.5,50,2.5,5,0.062
"6309","Au Gratin Potatoes With Creamy Cheese Sauce Mix",0,0,78.57,0,7.1,7.14,2.107
"6312","Au Jus de Citron",2.9,2,11.9,11.9,0.4,3.4,0.06
"6326","Aubergines à la thaïlandaise",12.5,0.9,12.5,11.7,2,0.7,0.433070866141732
"6343","Auchan Baby Bols Repas Du Midi Leg Colin D'alaska 2x200g 8m",1.1,0.1,6.7,1.5,1.6,2.2,0.110236220472441
"6378","Audrey's CookieShortbreaLemon",24.44,15.56,77.78,31.11,2.2,2.22,0.2
"6382","Augason FarmInstant Pasta Alfredo",16.25,8.75,60,3.75,1.2,8.75,0.762
"6388","Aunt Dottie'Blue Cheese Vinaigrette",36.67,10,6.67,3.33,0,10,0.567
"6395","Aunt Gussie'Cookies With AlmondChocolate Chip",28.57,16.07,57.14,0,3.6,7.14,0.161
"6397","Aunt Hattie'Enriched White Bread",3.23,0,51.61,6.45,3.2,6.45,0.548
"6410","Aurora NaturaCaptain's Tavern Mix",33.33,5,46.67,3.33,6.7,13.33,0.967
"6414","Aurora NaturaEat Healthy! P'Nut Butter Munchie Mix",22.5,7.5,60,47.5,7.5,10,0.162
"6457","Authentic Belgian Extra Dark Chocolate",41.86,27.91,27.91,25.58,14,9.3,0.007
"6481","Authentic FoodReal Thin PoOlive OiWhite Cheddar",8.8,0,73.94,3.52,14.1,10.56,0.599
"6489","Authentic French Wheat Brioche Hamburger Buns",6,2,50,8,4,10,0.45
"6496","Authentic Indian Condensed Curry",11.63,2.33,9.3,4.65,2.3,2.33,0.628
"6521","Authentic Mexican 36 Taco Shells",30.3,7.58,60.61,0,0,0,0
"6535","Authentic Rice Pudding",2.94,1.76,23.53,15.29,0,3.53,0.076
"6539","Authentic Spanish Turron - Duro",36,3.7,40,30,7,13,0
"6544","Authentic Tahini Essential",50,7.14,21.43,0,7.1,21.43,0.079
"6549","Authentic White Corn Tortillas Thick Cut",2.94,0,49.02,1.96,3.9,3.92,0.02
"6570","Ava'Organic Deluxe Roasted & Salted Mixed Nuts",53.33,10,23.33,3.33,10,16.67,0.45
"6586","Avena Oatmeal SmoothiCinnamon",2,1,12,11.5,0.5,2.5,0.05
"6595","Avengers Gummy Bands CandGreen ApplStrawberry. Blue Raspberry",0,0,73.33,46.67,0,6.67,0.067
"6618","Avocado Oil Gourmet ChipBarbecue",25,3.57,60.71,0,3.6,7.14,0.446
"6635","Avoine germée",5.4,1.2,66.8,0.5,6.4,9.9,0.0118110236220472
"6638","Avoines",2,0.3,72,2,3,12,0.005
"6643","AwakCrunchy Rice & Wheat Flakes With Strawberries CereaStrawberry",0,0,80.65,32.26,3.2,9.68,0.71
"6646","AwakSweetened CereaVanilla Almond",5,0,83.33,30,10,6.67,0.5
"6653","Awesome O's Sandwich CookieGolden Vanilla",18.18,9.09,72.73,36.36,0,3.03,0.227
"6668","Ayam Pure Coconut Water",0,0,4.55,4,0,0,0.0348
"6676","Azonnal oldódó cukrozott cikória-gabonakávé kivonat",0.5,0.1,93,68,2.4,1.7,0.0433070866141732
"6685","Azul Pur100% Coconut Water",0,0,5.81,4.52,0,0,0.035
"6693","B&Soy Sauce",0,0,0,0,0,0,6.7
"6699","B.Stiff & Sons Old Fashioned Soda",0,0,11.18,11.18,0,0,0.01
"6701","B.T. McelratButtered Toast Chocolate Bar",32.56,20.93,55.81,44.19,2.3,6.98,0.151
"6724","Baba Joon's Chocolate ChewieBlondies Cookies",15.71,0,40,32.14,0,8.57,0.193
"6729","Babà Sorrento al Limoncello",5.29,2.12,38,18,0.39,3.1,0.0826771653543307
"6750","Baby Bella Mushrooms",0,0,4.71,1.18,2.4,3.53,0.012
"6756","Baby Bottles With Coated Mini Gum",0,0,76.92,76.92,0,0,0
"6758","Baby Brie Bites",17.5,10,35,12.5,0,10,0.425
"6772","Baby Carrot With White Cheddar Cheese & Almonds",14.08,4.23,8.45,5.63,2.8,8.45,0.225
"6777","Baby Cereals Biscuit",10,3.9,67,35,2,16.5,0.122047244094488
"6778","Baby Cereals Bouillie lactée aux flocons d'avoine et de blé",10.3,4,60,31,5.9,17.5,0.114173228346457
"6797","Baby Cut Carrots",0,0,9.41,5.88,2.4,1.18,0.076
"6808","Baby Jus Pomme Raisin",0.5,0.5,9.5,8.5,0.5,0.5,0.0196850393700787
"6813","Baby Kale & Spring Mix",0,0,4.71,0,2.4,3.53,0.059
"6828","Baby milk & cereals biscuit",2.9,1.3,12.7,7.2,0.5,2.6,0.0275590551181102
"6837","Baby Potatoes",0,0,17.27,0,0.9,2.73,0.005
"6854","Baby Spring Mix",0,0,3.53,0,1.2,2.35,0.059
"6861","Baby Swiss Slices Cheese",35.71,21.43,0,0,0,21.43,0.429
"6866","Babyback Pork Ribs",14.29,4.76,3.57,3.57,0,21.43,0.548
"6872","Babybio Bol Menu Pommes De Terre Epinards Chèvre Bio Dès 8 Mois - 2 X",2.3,1.4,5.9,1.3,1.5,2.3,0.0393700787401575
"6880","Bac'N Buds",14.29,0,28.57,14.29,14.3,42.86,0.786
"6901","Backyard Barbecue Sauce",18.18,3.03,27.27,18.18,3,3.03,1.909
"6904","BaCoconut WateChocolate",1.56,1.25,6.88,6.25,0,0,0.03
"6910","Bacon's HeiFried Pork SkinRosemary & Sea Salt",30,12.5,0,0,0,55,2.75
"6915","Bacon & Cheddar Cheese Stuffed Pork Chops",10.49,4.9,1.05,0.35,0,23.08,0.622
"6926","Bacon & Ranch Redskin Potato Salad",10,2.86,14.29,1.43,0.7,2.86,0.593
"6930","Bacon And Onion Mini Quiche",24.65,14.79,14.79,2.11,0.7,13.38,0.521
"6934","Bacon Blue Cheese Dip Mix",0,0,57.14,28.57,0,28.57,2.143
"6942","Bacon Cheddar Dip Mix",0,0,50,0,0,0,2.75
"6957","Bacon Flavored Bits",14.29,0,28.57,0,14.3,42.86,0.786
"6976","Bacon Mousse",33.93,10.71,3.57,1.79,1.8,8.93,0.607
"6984","Bacon Quiche",14.815,4.375,17.165,0,0.65,9.095,0.414
"7004","Bacon Wrapped Hot Dogs",20.25,6.33,3.8,1.27,0,15.19,0.747
"7012","Bacon! Honey Bbq Meatloaf Topped With Bacon",10.62,3.54,12.39,6.19,0.9,16.81,0.575
"7035","Bagel",3.815,0.59,53.665,7.635,2.65,11.145,0.375
"7044","Bagel ChipGluten FreOriginal",16.67,0,73.33,10,6.7,3.33,0.833
"7055","Bagel Shop Style Cream Cheese SpreaTart Cherry & Cinnamon",23.33,15,20,20,0,3.33,0.25
"7062","BagelOnion",1.205,0,55.48,4.205,2.45,9.06,0.428
"7069","Bagels By Bell LtdCinnamon Raisin Mini Bagel",0.98,0,60.78,11.76,3.9,9.8,0.431
"7106","Baguette epautre",0,0,0,0,0,0,0
"7112","Baguette précuite",0.7,0.2,50,3.4,3.1,7.4,0.47244094488189
"7165","Baileys",13,1,25,23,0,3,0.0393700787401575
"7175","Bake & BreaPull Apart Loaf With Garlic",12.77,3.19,48.94,2.13,2.1,8.51,0.702
"7177","Bake At HomCiabatta",3.51,0,50.88,0,1.8,7.02,0.474
"7193","Baked Bean",0.965,0,21.335,8.135,4.65,5.42,0.345
"7229","Baked Cheddar Cheese Crackers",16.67,3.33,66.67,3.33,3.3,10,0.667
"7230","Baked Cheddars Cheese Biscuits",31.4,15.5,48.7,5.5,3,11.2,0.62992125984252
"7235","Baked Cheese CrispPepper Jack",50,30,0,0,0,40,1
"7253","Baked Cracker",3.57,0,67.86,3.57,3.6,10.71,0.571
"7267","Baked Dip Seasoning Mix",0,0,100,0,0,10,1.5
"7275","Baked Frosted Rice Snacks",12.5,0,83.33,25,0,0,0.417
"7307","Baked Potato Cakes",4.12,0.59,20,0,1.2,2.35,0.294
